epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,476.287,0.23058,0.1723,0.80573,0.98184,0.94783,0.96776,0.95408,0.26079,0.28175,0.7867,0.0001586,0.0001586,0.0001586
188,478.726,0.20703,0.16211,0.77989,0.98198,0.94772,0.96688,0.95529,0.25382,0.27217,0.78653,0.0001487,0.0001487,0.0001487
189,481.232,0.21796,0.1646,0.78918,0.98163,0.94783,0.96712,0.95214,0.25997,0.27433,0.78391,0.0001388,0.0001388,0.0001388
190,483.651,0.21048,0.1605,0.80519,0.98143,0.94783,0.96718,0.95409,0.26553,0.27922,0.78484,0.0001289,0.0001289,0.0001289
191,487.09,0.20382,0.15116,0.79103,0.98138,0.94783,0.96633,0.95158,0.27614,0.28054,0.7877,0.000119,0.000119,0.000119
192,489.68,0.19623,0.14654,0.77371,0.98097,0.94783,0.96577,0.95064,0.29025,0.28989,0.79041,0.0001091,0.0001091,0.0001091
193,492.203,0.20984,0.14392,0.78282,0.98067,0.94783,0.96457,0.95067,0.27979,0.2825,0.78918,9.92e-05,9.92e-05,9.92e-05
194,494.585,0.21942,0.16153,0.80026,0.98052,0.94783,0.96384,0.94957,0.272,0.27811,0.78857,8.93e-05,8.93e-05,8.93e-05
195,496.914,0.18775,0.13434,0.77345,0.98093,0.94783,0.96406,0.95025,0.27286,0.27536,0.79121,7.94e-05,7.94e-05,7.94e-05
196,499.5,0.19148,0.14507,0.79682,0.98152,0.94783,0.96404,0.94939,0.27122,0.27072,0.791,6.95e-05,6.95e-05,6.95e-05
197,502.187,0.18805,0.1347,0.78924,0.98197,0.94703,0.96459,0.94885,0.26986,0.2703,0.78995,5.96e-05,5.96e-05,5.96e-05
198,504.743,0.18193,0.1359,0.78069,0.98195,0.94592,0.96468,0.94963,0.26976,0.26836,0.79016,4.97e-05,4.97e-05,4.97e-05
199,507.171,0.20549,0.14156,0.7894,0.99082,0.93851,0.96459,0.94986,0.26581,0.26078,0.78918,3.98e-05,3.98e-05,3.98e-05
200,509.789,0.18621,0.13126,0.76398,0.99082,0.93856,0.96437,0.95022,0.26468,0.26162,0.78955,2.99e-05,2.99e-05,2.99e-05
